,list_ID,common_name,scientific_name,date,time,count,duration,location,latitude,longitude,count_tot,month,year
5228,S20964481,Song Sparrow,Melospiza melodia,12/20/2014,9:30 AM,2,150,US-MO,38.8719313,-90.1843917,469,12,2014
5499,S20964481,Red-winged Blackbird,Agelaius phoeniceus,12/20/2014,9:30 AM,45,150,US-MO,38.8719313,-90.1843917,469,12,2014
647,S67472609,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),4/4/2020,6:22 PM,2,42,US-OK,36.1436101,-95.9338497,387,4,2020
665,S67472609,Eurasian Collared-Dove,Streptopelia decaocto,4/4/2020,6:22 PM,2,42,US-OK,36.1436101,-95.9338497,387,4,2020
827,S67472609,Mourning Dove,Zenaida macroura,4/4/2020,6:22 PM,7,42,US-OK,36.1436101,-95.9338497,387,4,2020
2983,S67472609,Blue Jay,Cyanocitta cristata,4/4/2020,6:22 PM,2,42,US-OK,36.1436101,-95.9338497,387,4,2020
4031,S67472609,European Starling,Sturnus vulgaris,4/4/2020,6:22 PM,44,42,US-OK,36.1436101,-95.9338497,387,4,2020
4220,S67472609,Northern Mockingbird,Mimus polyglottos,4/4/2020,6:22 PM,2,42,US-OK,36.1436101,-95.9338497,387,4,2020
4502,S67472609,American Robin,Turdus migratorius,4/4/2020,6:22 PM,3,42,US-OK,36.1436101,-95.9338497,387,4,2020
4547,S67472609,Cedar Waxwing,Bombycilla cedrorum,4/4/2020,6:22 PM,35,42,US-OK,36.1436101,-95.9338497,387,4,2020
4602,S67472609,House Sparrow,Passer domesticus,4/4/2020,6:22 PM,30,42,US-OK,36.1436101,-95.9338497,387,4,2020
5723,S67472609,Common Grackle,Quiscalus quiscula,4/4/2020,6:22 PM,258,42,US-OK,36.1436101,-95.9338497,387,4,2020
6480,S67472609,Northern Cardinal,Cardinalis cardinalis,4/4/2020,6:22 PM,2,42,US-OK,36.1436101,-95.9338497,387,4,2020
1,S40748758,Snow Goose,Anser caerulescens,11/26/2017,10:28 AM,16,20,US-MO,38.8719313,-90.1843917,369,11,2017
5,S35698031,Snow Goose,Anser caerulescens,4/4/2017,7:00 AM,1,127,US-MO,38.6389068,-90.2853806,369,4,2017
17,S40748758,Greater White-fronted Goose,Anser albifrons,11/26/2017,10:28 AM,31,20,US-MO,38.8719313,-90.1843917,369,11,2017
96,S35698031,Canada Goose,Branta canadensis,4/4/2017,7:00 AM,12,127,US-MO,38.6389068,-90.2853806,369,4,2017
152,S40748758,Trumpeter Swan,Cygnus buccinator,11/26/2017,10:28 AM,181,20,US-MO,38.8719313,-90.1843917,369,11,2017
199,S35698031,Wood Duck,Aix sponsa,4/4/2017,7:00 AM,25,127,US-MO,38.6389068,-90.2853806,369,4,2017
241,S35698031,Blue-winged Teal,Spatula discors,4/4/2017,7:00 AM,12,127,US-MO,38.6389068,-90.2853806,369,4,2017
387,S35698031,Mallard,Anas platyrhynchos,4/4/2017,7:00 AM,10,127,US-MO,38.6389068,-90.2853806,369,4,2017
445,S35698031,Mallard (Domestic type),Anas platyrhynchos (Domestic type),4/4/2017,7:00 AM,2,127,US-MO,38.6389068,-90.2853806,369,4,2017
499,S40748758,Bufflehead,Bucephala albeola,11/26/2017,10:28 AM,1,20,US-MO,38.8719313,-90.1843917,369,11,2017
509,S40748758,Common Goldeneye,Bucephala clangula,11/26/2017,10:28 AM,57,20,US-MO,38.8719313,-90.1843917,369,11,2017
605,S35698031,Pied-billed Grebe,Podilymbus podiceps,4/4/2017,7:00 AM,3,127,US-MO,38.6389068,-90.2853806,369,4,2017
769,S35698031,Mourning Dove,Zenaida macroura,4/4/2017,7:00 AM,10,127,US-MO,38.6389068,-90.2853806,369,4,2017
986,S40748758,American Coot,Fulica americana,11/26/2017,10:28 AM,2,20,US-MO,38.8719313,-90.1843917,369,11,2017
987,S35698031,American Coot,Fulica americana,4/4/2017,7:00 AM,2,127,US-MO,38.6389068,-90.2853806,369,4,2017
1169,S40748758,Ring-billed Gull,Larus delawarensis,11/26/2017,10:28 AM,68,20,US-MO,38.8719313,-90.1843917,369,11,2017
1250,S40748758,Double-crested Cormorant,Nannopterum auritum,11/26/2017,10:28 AM,10,20,US-MO,38.8719313,-90.1843917,369,11,2017
1267,S40748758,American White Pelican,Pelecanus erythrorhynchos,11/26/2017,10:28 AM,3,20,US-MO,38.8719313,-90.1843917,369,11,2017
1361,S35698031,Great Blue Heron,Ardea herodias,4/4/2017,7:00 AM,2,127,US-MO,38.6389068,-90.2853806,369,4,2017
1426,S35698031,Great Egret,Ardea alba,4/4/2017,7:00 AM,1,127,US-MO,38.6389068,-90.2853806,369,4,2017
1719,S35698031,Cooper's Hawk,Accipiter cooperii,4/4/2017,7:00 AM,2,127,US-MO,38.6389068,-90.2853806,369,4,2017
1954,S35698031,Belted Kingfisher,Megaceryle alcyon,4/4/2017,7:00 AM,1,127,US-MO,38.6389068,-90.2853806,369,4,2017
1980,S35698031,Yellow-bellied Sapsucker,Sphyrapicus varius,4/4/2017,7:00 AM,1,127,US-MO,38.6389068,-90.2853806,369,4,2017
2092,S35698031,Red-bellied Woodpecker,Melanerpes carolinus,4/4/2017,7:00 AM,3,127,US-MO,38.6389068,-90.2853806,369,4,2017
2200,S35698031,Downy Woodpecker,Dryobates pubescens,4/4/2017,7:00 AM,2,127,US-MO,38.6389068,-90.2853806,369,4,2017
2264,S35698031,Hairy Woodpecker,Dryobates villosus,4/4/2017,7:00 AM,1,127,US-MO,38.6389068,-90.2853806,369,4,2017
2327,S35698031,Northern Flicker,Colaptes auratus,4/4/2017,7:00 AM,3,127,US-MO,38.6389068,-90.2853806,369,4,2017
2534,S35698031,Eastern Phoebe,Sayornis phoebe,4/4/2017,7:00 AM,5,127,US-MO,38.6389068,-90.2853806,369,4,2017
2924,S35698031,Blue Jay,Cyanocitta cristata,4/4/2017,7:00 AM,12,127,US-MO,38.6389068,-90.2853806,369,4,2017
3080,S35698031,American Crow,Corvus brachyrhynchos,4/4/2017,7:00 AM,1,127,US-MO,38.6389068,-90.2853806,369,4,2017
3361,S35698031,Northern Rough-winged Swallow,Stelgidopteryx serripennis,4/4/2017,7:00 AM,4,127,US-MO,38.6389068,-90.2853806,369,4,2017
3386,S35698031,Purple Martin,Progne subis,4/4/2017,7:00 AM,1,127,US-MO,38.6389068,-90.2853806,369,4,2017
3425,S35698031,Tree Swallow,Tachycineta bicolor,4/4/2017,7:00 AM,1,127,US-MO,38.6389068,-90.2853806,369,4,2017
3477,S35698031,Barn Swallow,Hirundo rustica,4/4/2017,7:00 AM,8,127,US-MO,38.6389068,-90.2853806,369,4,2017
3545,S35698031,Ruby-crowned Kinglet,Corthylio calendula,4/4/2017,7:00 AM,2,127,US-MO,38.6389068,-90.2853806,369,4,2017
3582,S35698031,Golden-crowned Kinglet,Regulus satrapa,4/4/2017,7:00 AM,4,127,US-MO,38.6389068,-90.2853806,369,4,2017
3636,S35698031,White-breasted Nuthatch,Sitta carolinensis,4/4/2017,7:00 AM,1,127,US-MO,38.6389068,-90.2853806,369,4,2017
3677,S35698031,Brown Creeper,Certhia americana,4/4/2017,7:00 AM,2,127,US-MO,38.6389068,-90.2853806,369,4,2017
3780,S35698031,Blue-gray Gnatcatcher (caerulea),Polioptila caerulea caerulea,4/4/2017,7:00 AM,1,127,US-MO,38.6389068,-90.2853806,369,4,2017
3986,S35698031,European Starling,Sturnus vulgaris,4/4/2017,7:00 AM,25,127,US-MO,38.6389068,-90.2853806,369,4,2017
4451,S35698031,American Robin,Turdus migratorius,4/4/2017,7:00 AM,40,127,US-MO,38.6389068,-90.2853806,369,4,2017
4781,S35698031,American Goldfinch,Spinus tristis,4/4/2017,7:00 AM,5,127,US-MO,38.6389068,-90.2853806,369,4,2017
4866,S35698031,Chipping Sparrow,Spizella passerina,4/4/2017,7:00 AM,1,127,US-MO,38.6389068,-90.2853806,369,4,2017
4914,S35698031,Field Sparrow,Spizella pusilla,4/4/2017,7:00 AM,4,127,US-MO,38.6389068,-90.2853806,369,4,2017
5126,S35698031,White-throated Sparrow,Zonotrichia albicollis,4/4/2017,7:00 AM,8,127,US-MO,38.6389068,-90.2853806,369,4,2017
5271,S35698031,Song Sparrow,Melospiza melodia,4/4/2017,7:00 AM,20,127,US-MO,38.6389068,-90.2853806,369,4,2017
5334,S35698031,Swamp Sparrow,Melospiza georgiana,4/4/2017,7:00 AM,10,127,US-MO,38.6389068,-90.2853806,369,4,2017
5528,S35698031,Red-winged Blackbird,Agelaius phoeniceus,4/4/2017,7:00 AM,45,127,US-MO,38.6389068,-90.2853806,369,4,2017
5597,S35698031,Brown-headed Cowbird,Molothrus ater,4/4/2017,7:00 AM,1,127,US-MO,38.6389068,-90.2853806,369,4,2017
5684,S35698031,Common Grackle,Quiscalus quiscula,4/4/2017,7:00 AM,30,127,US-MO,38.6389068,-90.2853806,369,4,2017
6192,S35698031,Yellow-rumped Warbler,Setophaga coronata,4/4/2017,7:00 AM,25,127,US-MO,38.6389068,-90.2853806,369,4,2017
6412,S35698031,Northern Cardinal,Cardinalis cardinalis,4/4/2017,7:00 AM,20,127,US-MO,38.6389068,-90.2853806,369,4,2017
146,S64885085,Canada Goose,Branta canadensis,2/22/2020,11:32 AM,9,113,US-OK,35.9322711,-95.2811987,331,2,2020
148,S64885085,Canada Goose (canadensis Group),Branta canadensis [canadensis Group],2/22/2020,11:32 AM,1,113,US-OK,35.9322711,-95.2811987,331,2,2020
263,S64885085,Northern Shoveler,Spatula clypeata,2/22/2020,11:32 AM,12,113,US-OK,35.9322711,-95.2811987,331,2,2020
504,S64885085,Bufflehead,Bucephala albeola,2/22/2020,11:32 AM,2,113,US-OK,35.9322711,-95.2811987,331,2,2020
533,S64885085,Red-breasted Merganser,Mergus serrator,2/22/2020,11:32 AM,2,113,US-OK,35.9322711,-95.2811987,331,2,2020
614,S64885085,Pied-billed Grebe,Podilymbus podiceps,2/22/2020,11:32 AM,1,113,US-OK,35.9322711,-95.2811987,331,2,2020
618,S64885085,Horned Grebe,Podiceps auritus,2/22/2020,11:32 AM,150,113,US-OK,35.9322711,-95.2811987,331,2,2020
1061,S64885085,Killdeer,Charadrius vociferus,2/22/2020,11:32 AM,2,113,US-OK,35.9322711,-95.2811987,331,2,2020
1151,S64885085,Bonaparte's Gull,Chroicocephalus philadelphia,2/22/2020,11:32 AM,9,113,US-OK,35.9322711,-95.2811987,331,2,2020
1200,S64885085,Ring-billed Gull,Larus delawarensis,2/22/2020,11:32 AM,50,113,US-OK,35.9322711,-95.2811987,331,2,2020
1215,S64885085,Forster's Tern,Sterna forsteri,2/22/2020,11:32 AM,4,113,US-OK,35.9322711,-95.2811987,331,2,2020
1223,S64885085,Common Loon,Gavia immer,2/22/2020,11:32 AM,16,113,US-OK,35.9322711,-95.2811987,331,2,2020
1260,S64885085,Double-crested Cormorant,Nannopterum auritum,2/22/2020,11:32 AM,14,113,US-OK,35.9322711,-95.2811987,331,2,2020
1281,S64885085,American White Pelican,Pelecanus erythrorhynchos,2/22/2020,11:32 AM,1,113,US-OK,35.9322711,-95.2811987,331,2,2020
1393,S64885085,Great Blue Heron,Ardea herodias,2/22/2020,11:32 AM,1,113,US-OK,35.9322711,-95.2811987,331,2,2020
1584,S64885085,Black Vulture,Coragyps atratus,2/22/2020,11:32 AM,2,113,US-OK,35.9322711,-95.2811987,331,2,2020
1652,S64885085,Turkey Vulture,Cathartes aura,2/22/2020,11:32 AM,2,113,US-OK,35.9322711,-95.2811987,331,2,2020
1765,S64885085,Bald Eagle,Haliaeetus leucocephalus,2/22/2020,11:32 AM,1,113,US-OK,35.9322711,-95.2811987,331,2,2020
2031,S64885085,Red-headed Woodpecker,Melanerpes erythrocephalus,2/22/2020,11:32 AM,1,113,US-OK,35.9322711,-95.2811987,331,2,2020
2145,S64885085,Red-bellied Woodpecker,Melanerpes carolinus,2/22/2020,11:32 AM,1,113,US-OK,35.9322711,-95.2811987,331,2,2020
2251,S64885085,Downy Woodpecker,Dryobates pubescens,2/22/2020,11:32 AM,1,113,US-OK,35.9322711,-95.2811987,331,2,2020
2365,S64885085,Northern Flicker,Colaptes auratus,2/22/2020,11:32 AM,1,113,US-OK,35.9322711,-95.2811987,331,2,2020
3005,S64885085,Blue Jay,Cyanocitta cristata,2/22/2020,11:32 AM,2,113,US-OK,35.9322711,-95.2811987,331,2,2020
3104,S64885085,American Crow,Corvus brachyrhynchos,2/22/2020,11:32 AM,2,113,US-OK,35.9322711,-95.2811987,331,2,2020
3227,S64885085,Carolina Chickadee,Poecile carolinensis,2/22/2020,11:32 AM,5,113,US-OK,35.9322711,-95.2811987,331,2,2020
3336,S64885085,Tufted Titmouse,Baeolophus bicolor,2/22/2020,11:32 AM,4,113,US-OK,35.9322711,-95.2811987,331,2,2020
3660,S64885085,White-breasted Nuthatch,Sitta carolinensis,2/22/2020,11:32 AM,2,113,US-OK,35.9322711,-95.2811987,331,2,2020
3920,S64885085,Carolina Wren,Thryothorus ludovicianus,2/22/2020,11:32 AM,1,113,US-OK,35.9322711,-95.2811987,331,2,2020
4235,S64885085,Northern Mockingbird,Mimus polyglottos,2/22/2020,11:32 AM,1,113,US-OK,35.9322711,-95.2811987,331,2,2020
4274,S64885085,Eastern Bluebird,Sialia sialis,2/22/2020,11:32 AM,2,113,US-OK,35.9322711,-95.2811987,331,2,2020
4558,S64885085,Cedar Waxwing,Bombycilla cedrorum,2/22/2020,11:32 AM,2,113,US-OK,35.9322711,-95.2811987,331,2,2020
4616,S64885085,House Sparrow,Passer domesticus,2/22/2020,11:32 AM,14,113,US-OK,35.9322711,-95.2811987,331,2,2020
4708,S64885085,House Finch,Haemorhous mexicanus,2/22/2020,11:32 AM,2,113,US-OK,35.9322711,-95.2811987,331,2,2020
4838,S64885085,American Goldfinch,Spinus tristis,2/22/2020,11:32 AM,3,113,US-OK,35.9322711,-95.2811987,331,2,2020
5043,S64885085,Dark-eyed Junco,Junco hyemalis,2/22/2020,11:32 AM,1,113,US-OK,35.9322711,-95.2811987,331,2,2020
5564,S64885085,Red-winged Blackbird,Agelaius phoeniceus,2/22/2020,11:32 AM,5,113,US-OK,35.9322711,-95.2811987,331,2,2020
6141,S64885085,Pine Warbler,Setophaga pinus,2/22/2020,11:32 AM,1,113,US-OK,35.9322711,-95.2811987,331,2,2020
6509,S64885085,Northern Cardinal,Cardinalis cardinalis,2/22/2020,11:32 AM,1,113,US-OK,35.9322711,-95.2811987,331,2,2020
77,S21095947,Canada Goose,Branta canadensis,12/31/2014,8:00 AM,134,120,US-MO,38.6389068,-90.2853806,322,12,2014
281,S21095947,Gadwall,Mareca strepera,12/31/2014,8:00 AM,6,120,US-MO,38.6389068,-90.2853806,322,12,2014
362,S21095947,Mallard,Anas platyrhynchos,12/31/2014,8:00 AM,65,120,US-MO,38.6389068,-90.2853806,322,12,2014
520,S21095947,Hooded Merganser,Lophodytes cucullatus,12/31/2014,8:00 AM,4,120,US-MO,38.6389068,-90.2853806,322,12,2014
633,S21095947,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),12/31/2014,8:00 AM,1,120,US-MO,38.6389068,-90.2853806,322,12,2014
751,S21095947,Mourning Dove,Zenaida macroura,12/31/2014,8:00 AM,4,120,US-MO,38.6389068,-90.2853806,322,12,2014
1179,S21095947,Ring-billed Gull,Larus delawarensis,12/31/2014,8:00 AM,2,120,US-MO,38.6389068,-90.2853806,322,12,2014
1350,S21095947,Great Blue Heron,Ardea herodias,12/31/2014,8:00 AM,8,120,US-MO,38.6389068,-90.2853806,322,12,2014
1750,S21095947,Bald Eagle,Haliaeetus leucocephalus,12/31/2014,8:00 AM,1,120,US-MO,38.6389068,-90.2853806,322,12,2014
1786,S21095947,Red-shouldered Hawk,Buteo lineatus,12/31/2014,8:00 AM,1,120,US-MO,38.6389068,-90.2853806,322,12,2014
1949,S21095947,Belted Kingfisher,Megaceryle alcyon,12/31/2014,8:00 AM,2,120,US-MO,38.6389068,-90.2853806,322,12,2014
2191,S21095947,Downy Woodpecker,Dryobates pubescens,12/31/2014,8:00 AM,2,120,US-MO,38.6389068,-90.2853806,322,12,2014
2396,S21095947,Merlin,Falco columbarius,12/31/2014,8:00 AM,1,120,US-MO,38.6389068,-90.2853806,322,12,2014
2906,S21095947,Blue Jay,Cyanocitta cristata,12/31/2014,8:00 AM,4,120,US-MO,38.6389068,-90.2853806,322,12,2014
3073,S21095947,American Crow,Corvus brachyrhynchos,12/31/2014,8:00 AM,6,120,US-MO,38.6389068,-90.2853806,322,12,2014
3174,S21095947,Carolina Chickadee,Poecile carolinensis,12/31/2014,8:00 AM,2,120,US-MO,38.6389068,-90.2853806,322,12,2014
3292,S21095947,Tufted Titmouse,Baeolophus bicolor,12/31/2014,8:00 AM,2,120,US-MO,38.6389068,-90.2853806,322,12,2014
3973,S21095947,European Starling,Sturnus vulgaris,12/31/2014,8:00 AM,15,120,US-MO,38.6389068,-90.2853806,322,12,2014
4339,S21095947,Hermit Thrush,Catharus guttatus,12/31/2014,8:00 AM,1,120,US-MO,38.6389068,-90.2853806,322,12,2014
4436,S21095947,American Robin,Turdus migratorius,12/31/2014,8:00 AM,1,120,US-MO,38.6389068,-90.2853806,322,12,2014
4770,S21095947,American Goldfinch,Spinus tristis,12/31/2014,8:00 AM,12,120,US-MO,38.6389068,-90.2853806,322,12,2014
4998,S21095947,Dark-eyed Junco,Junco hyemalis,12/31/2014,8:00 AM,18,120,US-MO,38.6389068,-90.2853806,322,12,2014
5112,S21095947,White-throated Sparrow,Zonotrichia albicollis,12/31/2014,8:00 AM,20,120,US-MO,38.6389068,-90.2853806,322,12,2014
5255,S21095947,Song Sparrow,Melospiza melodia,12/31/2014,8:00 AM,1,120,US-MO,38.6389068,-90.2853806,322,12,2014
5327,S21095947,Swamp Sparrow,Melospiza georgiana,12/31/2014,8:00 AM,1,120,US-MO,38.6389068,-90.2853806,322,12,2014
6390,S21095947,Northern Cardinal,Cardinalis cardinalis,12/31/2014,8:00 AM,8,120,US-MO,38.6389068,-90.2853806,322,12,2014
689,S89272478,Mourning Dove,Zenaida macroura,5/30/2021,9:38 AM,1,43,US-OK,35.6367053,-99.2834151,316,5,2021
851,S89272478,Yellow-billed Cuckoo,Coccyzus americanus,5/30/2021,9:38 AM,1,43,US-OK,35.6367053,-99.2834151,316,5,2021
1677,S89272478,Mississippi Kite,Ictinia mississippiensis,5/30/2021,9:38 AM,2,43,US-OK,35.6367053,-99.2834151,316,5,2021
2049,S89272478,Red-bellied Woodpecker,Melanerpes carolinus,5/30/2021,9:38 AM,1,43,US-OK,35.6367053,-99.2834151,316,5,2021
2582,S89272478,Great Crested Flycatcher,Myiarchus crinitus,5/30/2021,9:38 AM,1,43,US-OK,35.6367053,-99.2834151,316,5,2021
3132,S89272478,Carolina Chickadee,Poecile carolinensis,5/30/2021,9:38 AM,6,43,US-OK,35.6367053,-99.2834151,316,5,2021
3511,S89272478,Cliff Swallow,Petrochelidon pyrrhonota,5/30/2021,9:38 AM,300,43,US-OK,35.6367053,-99.2834151,316,5,2021
3833,S89272478,Carolina Wren,Thryothorus ludovicianus,5/30/2021,9:38 AM,1,43,US-OK,35.6367053,-99.2834151,316,5,2021
6314,S89272478,Northern Cardinal,Cardinalis cardinalis,5/30/2021,9:38 AM,2,43,US-OK,35.6367053,-99.2834151,316,5,2021
6587,S89272478,Painted Bunting,Passerina ciris,5/30/2021,9:38 AM,1,43,US-OK,35.6367053,-99.2834151,316,5,2021
68,S17931688,Canada Goose,Branta canadensis,4/17/2014,8:00 AM,12,120,US-MO,38.6389068,-90.2853806,307,4,2014
174,S17931688,Wood Duck,Aix sponsa,4/17/2014,8:00 AM,8,120,US-MO,38.6389068,-90.2853806,307,4,2014
231,S17931688,Blue-winged Teal,Spatula discors,4/17/2014,8:00 AM,5,120,US-MO,38.6389068,-90.2853806,307,4,2014
341,S17931688,Mallard,Anas platyrhynchos,4/17/2014,8:00 AM,8,120,US-MO,38.6389068,-90.2853806,307,4,2014
591,S17931688,Pied-billed Grebe,Podilymbus podiceps,4/17/2014,8:00 AM,1,120,US-MO,38.6389068,-90.2853806,307,4,2014
734,S17931688,Mourning Dove,Zenaida macroura,4/17/2014,8:00 AM,4,120,US-MO,38.6389068,-90.2853806,307,4,2014
882,S17931688,Chimney Swift,Chaetura pelagica,4/17/2014,8:00 AM,45,120,US-MO,38.6389068,-90.2853806,307,4,2014
1412,S17931688,Great Egret,Ardea alba,4/17/2014,8:00 AM,1,120,US-MO,38.6389068,-90.2853806,307,4,2014
1715,S17931688,Cooper's Hawk,Accipiter cooperii,4/17/2014,8:00 AM,1,120,US-MO,38.6389068,-90.2853806,307,4,2014
1851,S17931688,Red-tailed Hawk,Buteo jamaicensis,4/17/2014,8:00 AM,1,120,US-MO,38.6389068,-90.2853806,307,4,2014
1898,S17931688,Great Horned Owl,Bubo virginianus,4/17/2014,8:00 AM,1,120,US-MO,38.6389068,-90.2853806,307,4,2014
1972,S17931688,Yellow-bellied Sapsucker,Sphyrapicus varius,4/17/2014,8:00 AM,1,120,US-MO,38.6389068,-90.2853806,307,4,2014
2009,S17931688,Red-headed Woodpecker,Melanerpes erythrocephalus,4/17/2014,8:00 AM,1,120,US-MO,38.6389068,-90.2853806,307,4,2014
2078,S17931688,Red-bellied Woodpecker,Melanerpes carolinus,4/17/2014,8:00 AM,1,120,US-MO,38.6389068,-90.2853806,307,4,2014
2181,S17931688,Downy Woodpecker,Dryobates pubescens,4/17/2014,8:00 AM,1,120,US-MO,38.6389068,-90.2853806,307,4,2014
2308,S17931688,Northern Flicker,Colaptes auratus,4/17/2014,8:00 AM,3,120,US-MO,38.6389068,-90.2853806,307,4,2014
2519,S17931688,Eastern Phoebe,Sayornis phoebe,4/17/2014,8:00 AM,3,120,US-MO,38.6389068,-90.2853806,307,4,2014
2752,S17931688,Warbling Vireo,Vireo gilvus,4/17/2014,8:00 AM,1,120,US-MO,38.6389068,-90.2853806,307,4,2014
3168,S17931688,Carolina Chickadee,Poecile carolinensis,4/17/2014,8:00 AM,2,120,US-MO,38.6389068,-90.2853806,307,4,2014
3418,S17931688,Tree Swallow,Tachycineta bicolor,4/17/2014,8:00 AM,30,120,US-MO,38.6389068,-90.2853806,307,4,2014
3461,S17931688,Barn Swallow,Hirundo rustica,4/17/2014,8:00 AM,10,120,US-MO,38.6389068,-90.2853806,307,4,2014
3540,S17931688,Ruby-crowned Kinglet,Corthylio calendula,4/17/2014,8:00 AM,2,120,US-MO,38.6389068,-90.2853806,307,4,2014
3626,S17931688,White-breasted Nuthatch,Sitta carolinensis,4/17/2014,8:00 AM,3,120,US-MO,38.6389068,-90.2853806,307,4,2014
3725,S17931688,Blue-gray Gnatcatcher,Polioptila caerulea,4/17/2014,8:00 AM,6,120,US-MO,38.6389068,-90.2853806,307,4,2014
3793,S17931688,House Wren,Troglodytes aedon,4/17/2014,8:00 AM,1,120,US-MO,38.6389068,-90.2853806,307,4,2014
3963,S17931688,European Starling,Sturnus vulgaris,4/17/2014,8:00 AM,40,120,US-MO,38.6389068,-90.2853806,307,4,2014
4423,S17931688,American Robin,Turdus migratorius,4/17/2014,8:00 AM,20,120,US-MO,38.6389068,-90.2853806,307,4,2014
4752,S17931688,American Goldfinch,Spinus tristis,4/17/2014,8:00 AM,3,120,US-MO,38.6389068,-90.2853806,307,4,2014
5101,S17931688,White-throated Sparrow,Zonotrichia albicollis,4/17/2014,8:00 AM,24,120,US-MO,38.6389068,-90.2853806,307,4,2014
5374,S17931688,Eastern Towhee,Pipilo erythrophthalmus,4/17/2014,8:00 AM,1,120,US-MO,38.6389068,-90.2853806,307,4,2014
5511,S17931688,Red-winged Blackbird,Agelaius phoeniceus,4/17/2014,8:00 AM,20,120,US-MO,38.6389068,-90.2853806,307,4,2014
5588,S17931688,Brown-headed Cowbird,Molothrus ater,4/17/2014,8:00 AM,10,120,US-MO,38.6389068,-90.2853806,307,4,2014
5674,S17931688,Common Grackle,Quiscalus quiscula,4/17/2014,8:00 AM,25,120,US-MO,38.6389068,-90.2853806,307,4,2014
5864,S17931688,Nashville Warbler,Leiothlypis ruficapilla,4/17/2014,8:00 AM,1,120,US-MO,38.6389068,-90.2853806,307,4,2014
6003,S17931688,Northern Parula,Setophaga americana,4/17/2014,8:00 AM,1,120,US-MO,38.6389068,-90.2853806,307,4,2014
6175,S17931688,Yellow-rumped Warbler,Setophaga coronata,4/17/2014,8:00 AM,1,120,US-MO,38.6389068,-90.2853806,307,4,2014
6231,S17931688,Yellow-throated Warbler,Setophaga dominica,4/17/2014,8:00 AM,1,120,US-MO,38.6389068,-90.2853806,307,4,2014
6371,S17931688,Northern Cardinal,Cardinalis cardinalis,4/17/2014,8:00 AM,8,120,US-MO,38.6389068,-90.2853806,307,4,2014
4,S35533959,Snow Goose,Anser caerulescens,3/30/2017,7:05 AM,1,100,US-MO,38.6389068,-90.2853806,283,3,2017
94,S35533959,Canada Goose,Branta canadensis,3/30/2017,7:05 AM,10,100,US-MO,38.6389068,-90.2853806,283,3,2017
198,S35533959,Wood Duck,Aix sponsa,3/30/2017,7:05 AM,5,100,US-MO,38.6389068,-90.2853806,283,3,2017
239,S35533959,Blue-winged Teal,Spatula discors,3/30/2017,7:05 AM,7,100,US-MO,38.6389068,-90.2853806,283,3,2017
289,S35533959,Gadwall,Mareca strepera,3/30/2017,7:05 AM,1,100,US-MO,38.6389068,-90.2853806,283,3,2017
386,S35533959,Mallard,Anas platyrhynchos,3/30/2017,7:05 AM,15,100,US-MO,38.6389068,-90.2853806,283,3,2017
603,S35533959,Pied-billed Grebe,Podilymbus podiceps,3/30/2017,7:05 AM,7,100,US-MO,38.6389068,-90.2853806,283,3,2017
767,S35533959,Mourning Dove,Zenaida macroura,3/30/2017,7:05 AM,5,100,US-MO,38.6389068,-90.2853806,283,3,2017
1359,S35533959,Great Blue Heron,Ardea herodias,3/30/2017,7:05 AM,1,100,US-MO,38.6389068,-90.2853806,283,3,2017
1425,S35533959,Great Egret,Ardea alba,3/30/2017,7:05 AM,2,100,US-MO,38.6389068,-90.2853806,283,3,2017
1478,S35533959,Little Blue Heron,Egretta caerulea,3/30/2017,7:05 AM,1,100,US-MO,38.6389068,-90.2853806,283,3,2017
1526,S35533959,Black-crowned Night-Heron,Nycticorax nycticorax,3/30/2017,7:05 AM,1,100,US-MO,38.6389068,-90.2853806,283,3,2017
2091,S35533959,Red-bellied Woodpecker,Melanerpes carolinus,3/30/2017,7:05 AM,2,100,US-MO,38.6389068,-90.2853806,283,3,2017
2325,S35533959,Northern Flicker,Colaptes auratus,3/30/2017,7:05 AM,2,100,US-MO,38.6389068,-90.2853806,283,3,2017
2531,S35533959,Eastern Phoebe,Sayornis phoebe,3/30/2017,7:05 AM,4,100,US-MO,38.6389068,-90.2853806,283,3,2017
2922,S35533959,Blue Jay,Cyanocitta cristata,3/30/2017,7:05 AM,10,100,US-MO,38.6389068,-90.2853806,283,3,2017
3385,S35533959,Purple Martin,Progne subis,3/30/2017,7:05 AM,3,100,US-MO,38.6389068,-90.2853806,283,3,2017
